ث	14108	ثلاثي
ث	17157	ثبت
ث	17602	ثرثرة
ث	17915	ثقافة
ث	20299	ثقوب
ث	20897	ثابتاً
ث	20984	ثمناً
ث	21436	ثلاجة
ث	21815	ثلث
ث	23164	ثدي
ث	23303	ثغرة
ث	23410	ثلاثمائة
ث	24219	ثمرة
ث	24480	ثقوا
ث	24892	ثقاب
ث	25035	ثانوي
ث	25221	ثمانون
ث	25979	ثعلب
ث	27420	ثرثار
ث	27742	ثلاثاء
ث	29219	ثرياً
ج	91	جداً
ج	100	جيد
ج	321	جميع
ج	380	جديد
ج	384	جون
ج	390	جميل
ج	413	جيداً
ج	437	جاك
ج	644	جزء
ج	646	جو
ج	790	جورج
ج	919	جئت
ج	954	جاء
ج	970	جريمة
ج	1005	جهاز
ج	1179	جاهز
ج	1289	جيمس
ج	1306	جعل
ج	1349	جيم
ج	1562	جانب
ج	1651	جنون
ج	1694	جاد
ج	1712	جميعنا
ج	1797	جوني
ج	1843	جيري
ج	2054	جوي
ج	2108	جدي
ج	2187	جثة
ج	2214	جعلت
ج	2246	جرى
ج	2333	جولة
ج	2370	جامعة
ج	2383	جميعهم
ج	2396	جميعكم
ج	2506	جوش
ج	2542	جيف
ج	2545	جلبت
ج	2574	جاين
ج	2633	جاكسون
ج	2738	جائع
ج	2755	جاءت
ج	2883	جماعة
ج	2884	جزيرة
ج	2935	جيل
ج	3019	جمال
ج	3038	جلب
ج	3125	جادة
ج	3164	جانباً
ج	3258	جرائم
ج	3282	جمع
ج	3291	جيس
ج	3477	جد
ج	3479	جيش
ج	3493	جولي
ج	3521	جنوب
ج	3543	جندي
ج	3620	جلسة
ج	3928	جائزة
ج	4001	جسدي
ج	4237	جنرال
ج	4429	جدول
ج	4473	جرح
ج	4487	جنود
ج	4541	جاري
ح	28	حسناً
ح	58	حتى
ح	116	حقاً
ح	134	حدث
ح	190	حول
ح	205	حال
ح	258	حصلت
ح	278	حيث
ح	334	حسنٌ
ح	343	حياتي
ح	487	حين
ح	499	حالة
ح	528	حالك
ح	538	حصل
ح	545	حياة
ح	580	حان
ح	631	حق
ح	692	حاولت
ح	745	حينما
ح	760	حقيقي
ح	798	حاول
ح	800	حقيقة
ح	818	حفلة
ح	1086	حيال
ح	1137	حوالي
ح	1141	حاجة
ح	1147	حالاً
ح	1219	حينها
ح	1287	حتي
ح	1334	حد
ح	1377	حفل
ح	1626	حسب
ح	1636	حل
ح	1655	حرب
ح	1681	حصلنا
ح	1682	حب
ح	1720	حماية
ح	1763	حالما
ح	1798	حضرة
ح	1891	حامل
ح	2050	حركة
ح	2072	حادث
ح	2134	حقيبة
ح	2183	حي
ح	2399	حاضر
ح	2487	حلم
ح	2512	حظ
ح	2609	حساب
ح	2668	حياً
ح	2690	حانة
ح	2837	حدثت
ح	2862	حدوث
ح	2910	حظاً
ح	2949	حيوان
ح	2976	حلوى
ح	3022	حدود
ح	3216	حمام
ح	3359	حديقة
ح	3365	حية
ح	3405	حبي
ح	3472	حوله
ح	3497	حولك
ح	3593	حجم
ح	3682	حارس
خ	200	خلال
خ	347	خارج
خ	617	خطأ
خ	643	خذ
خ	720	خمسة
خ	920	خلف
خ	921	خمس
خ	1046	خاصة
خ	1050	خطر
خ	1196	خطة
خ	1288	خيار
خ	1326	خاص
خ	1362	خائف
خ	1468	خرجت
خ	1726	خدمة
خ	1734	خاطئ
خ	1761	خط
خ	1799	خذي
خ	1907	خير
خ	1918	خطير
خ	2007	خطوة
خ	2046	خرج
خ	2651	خطب
خ	2754	خسرت
خ	3111	خدعة
خ	3299	خطط
خ	3575	خبر
خ	3583	خلفك
خ	4039	خلفي
خ	4086	خسارة
خ	4194	خاتم
خ	4560	خطاب
خ	4705	خنزير
خ	4732	خزانة
خ	5142	خبير
خ	5347	خان
خ	5453	خالي
خ	5458	خبرة
خ	5541	خطوط
خ	5736	خلق
خ	5849	خلاف
خ	5982	خذوا
خ	6029	خلفه
خ	6081	خريطة
خ	6174	خمسون
خ	6256	خطئي
خ	6441	خبز
خ	6718	خسر
خ	6792	خطورة
خ	6815	خلفنا
خ	6837	خوف
خ	7057	خائن
خ	7353	خسرنا
خ	7814	خرجنا
خ	7987	خيانة
خ	8032	خططت
خ	8098	خلاله
خ	8133	خمن
خ	8219	خارق
خ	8271	خلايا
خ	8452	خمسين
خ	8626	خروج
خ	8888	خضراء
خ	8961	خداع
د	342	دون
د	375	دولار
د	385	دعنا
د	398	دقيقة
د	525	دقائق
د	614	داخل
د	667	دكتور
د	694	دعونا
د	925	دي
د	1148	دليل
د	1192	داني
د	1270	دعينا
د	1387	ديفيد
د	1437	دور
د	1493	درجة
د	1593	دفع
د	1662	دوماً
د	1740	دماء
د	1788	دان
د	1862	دخلت
د	1937	دين
د	1955	دخل
د	1987	داعي
د	2098	دانيال
د	2225	دم
د	2541	دع
د	2839	ديف
د	3056	دخول
د	3057	دورك
د	3110	دفعت
د	3465	دوري
د	3517	ديك
د	3523	دونا
د	3579	دعوة
د	3701	دائرة
د	3970	دار
د	4065	دوك
د	4195	دورة
د	4206	دو
د	4405	دعم
د	4714	دواعي
د	4731	دوني
د	4825	دواء
د	5003	درس
د	5144	دراجة
د	5231	داخلي
د	5401	ديل
د	5438	دائم
د	5623	دراسة
د	5662	دمية
د	6004	دانا
د	6586	دقيق
د	6637	دافع
د	6791	دمرت
د	6869	دولة
د	7024	دجاج
د	7052	دفعة
د	7084	دا
د	7236	دروس
د	7758	ديني
د	7824	دفاع
د	7938	درساً
د	7948	دعي
د	8183	درست
ذ	13	ذلك
ذ	453	ذهبت
ذ	603	ذات
ذ	674	ذا
ذ	682	ذهب
ذ	766	ذاهب
ذ	847	ذو
ذ	892	ذاك
ذ	2044	ذكر
ذ	2171	ذكي
ذ	2598	ذهبنا
ذ	3812	ذكرت
ذ	3824	ذهبوا
ذ	4078	ذي
ذ	4366	ذكرى
ذ	5811	ذكريات
ذ	6582	ذوي
ذ	6858	ذاكرة
ذ	7744	ذهني
ذ	8092	ذكاء
ذ	9495	ذراع
ذ	9559	ذئب
ذ	9695	ذكياً
ذ	10623	ذوق
ذ	10729	ذنب
ذ	10947	ذرة
ذ	11938	ذهاب
ذ	12714	ذنبي
ذ	13026	ذيل
ذ	16120	ذاتي
ذ	16865	ذكى
ذ	16956	ذهبي
ذ	17164	ذهبا
ذ	17416	ذخيرة
ذ	17867	ذكري
ذ	20656	ذوات
ذ	22133	ذهبتم
ذ	22261	ذعر
ذ	22675	ذبح
ذ	23082	ذروة
ذ	23893	ذئاب
ذ	28912	ذكور
ر	69	ربما
ر	92	رجل
ر	155	رائع
ر	305	رأيت
ر	425	رفاق
ر	445	رقم
ر	531	رجال
ر	535	رؤية
ر	553	رجاءً
ر	706	رئيس
ر	719	رسالة
ر	1160	رحلة
ر	1221	راي
ر	1341	رجلاً
ر	1443	رائحة
ر	1472	رغم
ر	1607	ريتشارد
ر	1643	رأس
ر	1665	روبرت
ر	1690	رأسي
ر	1915	روز
ر	2047	ريد
ر	2156	رأى
ر	2227	روح
ر	2564	روس
ر	2579	رحل
ر	2654	رحلت
ر	2657	رد
ر	2679	روما
ر	2685	روبن
ر	3203	رسائل
ر	3242	رفع
ر	3262	رفيق
ر	3380	رصاصة
ر	3565	رفض
ر	3677	رئيسي
ر	3763	راحة
ر	3814	روبي
ر	3941	رمز
ر	4197	رفضت
ر	4214	رون
ر	4442	روي
ر	4523	رأينا
ر	4564	رسمي
ر	4599	ركوب
ر	4761	رعاية
ر	4878	رخصة
ر	4982	روسيا
ر	5009	رسم
ر	5043	ريان
ر	5046	روحي
ر	5319	راقب
ر	5367	ربحت
ر	5459	رهن
ر	5468	روث
ر	5552	روك
ر	5702	رضيع
ر	5803	رغبة
ر	5914	راين
ر	5918	ريس
ر	5956	رجلي
ر	6034	رقصة
ر	6038	ردة
ر	6084	رهيب
ز	898	زلت
ز	1055	زال
ز	1164	زوجي
ز	1383	زوجة
ز	1854	زوج
ز	1906	زمن
ز	2221	زالت
ز	2974	زي
ز	3364	زعيم
ز	3427	زوي
ز	3529	زواج
ز	3754	زجاجة
ز	3899	زفاف
ز	3920	زيادة
ز	4101	زيارة
ز	4386	زلنا
ز	5774	زاوية
ز	6243	زرقاء
ز	6312	زر
ز	6376	زميل
ز	7085	زهرة
ز	7616	زالوا
ز	8651	زائد
ز	8682	زاد
ز	8953	زبون
ز	9029	زرع
ز	9050	زهور
ز	9121	زجاج
ز	9393	زيت
ز	9942	زنزانة
ز	10226	زبدة
ز	10826	زيفا
ز	10943	زملاء
ز	10973	زائر
ز	12807	زمام
ز	12865	زوجاً
ز	12895	زادت
ز	13130	زبائن
ز	13736	زنجي
ز	14053	زراعة
ز	14594	زينا
ز	15886	زوجان
ز	16106	زين
ز	16782	زمني
ز	17323	زد
ز	18297	زائف
ز	18342	زلزال
ز	18391	زرت
ز	18742	زوار
ز	20782	زيد
ز	21055	زقاق
ز	21696	زوايا
ز	22548	زرعت
ز	23156	زمان
ز	24794	زينة
ز	25094	زعماء
ز	25640	زيتا
ز	25684	زود
ز	27171	زحمة
ز	27737	زورق
س	46	سوف
س	174	سيد
س	319	سمعت
س	339	سنوات
س	360	سبب
س	397	سعيد
س	432	ساعة
س	447	سيارة
س	504	سنة
س	618	سام
س	715	سيء
س	807	سوى
س	1013	سؤال
س	1031	ستة
س	1256	سي
س	1312	سبق
س	1394	سلاح
س	1410	سخيف
س	1431	سماع
س	1650	سمحت
س	1696	سان
س	1719	سرقة
س	1721	سكوت
س	1730	سو
س	1785	سابقاً
س	1806	سيئ
س	1842	سبعة
س	1856	سواء
س	1917	سهل
س	1961	سوياً
س	2024	سبيل
س	2063	سيئاً
س	2189	سفينة
س	2200	سريع
س	2286	سوء
س	2312	سابق
س	2548	سجن
س	2563	سقط
س	2658	سجل
س	2697	سقطت
س	2711	سحقاً
س	2721	سرقت
س	2960	سيارات
س	2985	سعداء
س	2992	سرق
س	3046	سرية
س	3052	سر
س	3167	ستيفن
س	3169	سحب
س	3220	سن
س	3259	سهلاً
س	3286	سرعة
س	3298	سميث
س	3304	سنين
س	3355	سلسلة
س	3369	سوداء
س	3498	سلام
س	3561	سررت
س	3578	سهلة
س	3608	ست
س	3742	سري
س	3747	ساحة
س	3810	سباق
س	3853	سائق
ش	32	شيء
ش	90	شخص
ش	93	شكراً
ش	160	شيئاً
ش	443	شيئ
ش	799	شخصاً
ش	832	شركة
ش	968	شرطة
ش	1096	شعرت
ش	1156	شهر
ش	1214	شباب
ش	1283	شي
ش	1457	شعور
ش	1568	شعر
ش	1604	شون
ش	1648	شخصية
ش	1710	شرطي
ش	1776	شراب
ش	1845	شارع
ش	1872	شراء
ش	1882	شكل
ش	1894	شك
ش	2021	شاب
ش	2111	شديد
ش	2234	شاهد
ش	2421	شاحنة
ش	2559	شهور
ش	2666	شيكاغو
ش	2677	شابه
ش	2808	شجرة
ش	2855	شقة
ش	2881	شاهدت
ش	2911	شبكة
ش	3116	شخصي
ش	3264	شريك
ش	3344	شاذ
ش	3354	شريط
ش	3436	شين
ش	3636	شرف
ش	3697	شرب
ش	3722	شهادة
ش	3875	شعري
ش	3958	شبح
ش	3976	شمال
ش	4145	شو
ش	4170	شاي
ش	4400	شأن
ش	4509	شكر
ش	4711	شارلوت
ش	4879	شرير
ش	5400	شيطان
ش	5580	شجاعة
ش	5988	شربت
ش	6000	شهود
ش	6015	شارلي
ش	6208	شرق
ش	6216	شغل
ش	6263	شطيرة
ش	6369	شركاء
ش	6596	شبه
ش	6688	شقيق
ش	6692	شيك
ش	6768	شجاع
ش	7120	شفرة
ص	83	صحيح
ص	468	صباح
ص	633	صديق
ص	655	صغير
ص	805	صورة
ص	875	صاح
ص	935	صعب
ص	1035	صوت
ص	1353	صاحب
ص	1396	صندوق
ص	1713	صور
ص	1807	صفقة
ص	1864	صنع
ص	2088	صح
ص	2982	صنعت
ص	3181	صعوبة
ص	3321	صعباً
ص	3494	صالح
ص	3711	صبي
ص	3731	صلة
ص	4070	صوفي
ص	4122	صيد
ص	4193	صف
ص	4359	صدمة
ص	4605	صوفيا
ص	4780	صاحبي
ص	5209	صفر
ص	5445	صفحة
ص	5571	صوتي
ص	5655	صغار
ص	5693	صه
ص	6001	صدر
ص	6063	صحيفة
ص	6070	صدفة
ص	6091	صواب
ص	6143	صادق
ص	6148	صناعة
ص	6553	صالة
ص	6678	صحة
ص	6879	صلب
ص	7298	صادقاً
ص	7397	صناديق
ص	7505	صحفي
ص	7853	صدق
ص	8190	صدري
ص	8354	صلصة
ص	8435	صانع
ص	8561	صحي
ص	8631	صداع
ص	8818	صخرة
ص	8912	صار
ص	9178	صوب
ص	9803	صنعاً
ص	10485	صيني
ص	10566	صرف
ص	10723	صراع
ص	10819	صراخ
ص	11205	صيف
ص	11305	صريح
ص	11477	صداقة
ص	11984	صوراً
ص	12014	صرخت
ص	12031	صمت
ص	12235	صياد
ض	726	ضد
ض	1254	ضع
ض	2341	ضمن
ض	2351	ضربة
ض	2371	ضرب
ض	2385	ضغط
ض	2438	ضابط
ض	2442	ضوء
ض	3080	ضخم
ض	3432	ضعيف
ض	3877	ضعف
ض	4110	ضعي
ض	4336	ضحية
ض	5011	ضروري
ض	5627	ضحك
ض	6019	ضحايا
ض	6083	ضرر
ض	6206	ضربت
ض	6638	ضدي
ض	6828	ضيق
ض	7675	ضرباً
ض	7878	ضعوا
ض	8216	ضبط
ض	8310	ضيف
ض	9433	ضباط
ض	9613	ضمان
ض	11027	ضيوف
ض	11358	ضدنا
ض	11417	ضجة
ض	12953	ضوضاء
ض	13367	ضاجعت
ض	13703	ضئيل
ض	13766	ضيقة
ض	13842	ضغطت
ض	13855	ضاع
ض	14121	ضائع
ض	14532	ضغينة
ض	15068	ضاعت
ض	15511	ضرورة
ض	15812	ضرائب
ض	16873	ضمير
ض	17695	ضربي
ض	17796	ضعفاء
ض	19149	ضريبة
ض	19862	ضفدع
ض	20053	ضمنهم
ض	20307	ضخماً
ض	21082	ضيفنا
ض	21878	ضحكت
ض	22848	ضحكة
ض	24509	ضجيج
ض	25968	ضغوط
ض	26735	ضمنها
ض	27186	ضيفي
ض	27497	ضباب
ض	27557	ضعفي
ض	27729	ضخ
ض	28019	ضاجع
ض	28162	ضيعت
ض	28406	ضعت
ض	28435	ضحى
ض	28469	ضحيت
ض	29375	ضربنا
ض	29900	ضرراً
ط	307	طوال
ط	395	طريقة
ط	459	طريق
ط	611	طفل
ط	625	طويل
ط	786	طلب
ط	890	طلبت
ط	1054	طالما
ط	1080	طبيب
ط	1600	طعام
ط	1689	طيب
ط	1835	طائرة
ط	1866	طبيعي
ط	1896	طبعاً
ط	1932	طول
ط	2676	طيلة
ط	2768	طابت
ط	2972	طرق
ط	3074	طفلاً
ط	3379	طيبة
ط	3638	طاقة
ط	3687	طاولة
ط	3784	طاب
ط	4373	طبق
ط	4426	طالب
ط	4478	طرف
ط	4698	طاقم
ط	5114	طبيعة
ط	5229	طرد
ط	5362	طائر
ط	5629	طبقاً
ط	6330	طيباً
ط	6495	طعم
ط	6683	طرح
ط	7673	طلاب
ط	7905	طيار
ط	8234	طيور
ط	8600	طيران
ط	8859	طوكيو
ط	8908	طوارئ
ط	9322	طابق
ط	9485	طراز
ط	10056	طلاء
ط	10062	طفح
ط	10212	طبقة
ط	10765	طلبوا
ط	10856	طارئ
ط	10889	طن
ط	11001	طبي
ط	11084	طفلنا
ط	11195	طلباً
ط	11236	طلبات
ط	11839	طقوس
ط	12162	طردت
ط	12460	طلبي
ط	12564	طعن
ط	12640	طليق
ط	12725	طلبنا
ط	13538	طرأ
ط	14025	طلاق
ط	14514	طردي
ط	14519	طلق
ط	14609	طب
ط	14708	طارق
ظ	556	ظننت
ظ	1430	ظهر
ظ	3158	ظهرت
ظ	3819	ظهري
ظ	4251	ظل
ظ	6868	ظريف
ظ	7202	ظهور
ظ	7571	ظن
ظ	7732	ظروف
ظ	9611	ظللت
ظ	9955	ظننا
ظ	12636	ظرف
ظ	12826	ظاهرة
ظ	14506	ظنت
ظ	15232	ظلام
ظ	15782	ظهراً
ظ	16763	ظلت
ظ	18256	ظنوا
ظ	18381	ظني
ظ	19266	ظلال
ظ	21635	ظهيرة
ظ	22752	ظلم
ظ	24176	ظهرى
ظ	24753	ظهروا
ظ	28228	ظاهر
ع	7	على
ع	23	عن
ع	50	عندما
ع	81	عليك
ع	102	علي
ع	109	عليه
ع	139	علينا
ع	207	عليها
ع	214	عنه
ع	243	عمل
ع	276	عند
ع	410	عظيم
ع	420	عام
ع	424	عيد
ع	450	عنك
ع	477	علاقة
ع	510	عشر
ع	526	عني
ع	551	عنها
ع	583	عبر
ع	622	عليهم
ع	677	عرفت
ع	700	عائلة
ع	702	عدم
ع	817	عدد
ع	846	عملية
ع	869	عندي
ع	888	علم
ع	907	عدة
ع	938	عرض
ع	981	عشرة
ع	1019	عما
ع	1061	عليكم
ع	1079	عالم
ع	1165	علمت
ع	1166	عملي
ع	1185	عدت
ع	1187	عاد
ع	1276	عدا
ع	1292	عندها
ع	1342	عندك
ع	1421	عاماً
ع	1459	عادة
ع	1525	عملت
ع	1733	عد
ع	1738	عذراً
ع	1965	عطلة
ع	1972	عمي
ع	1976	عميل
ع	2011	عقد
ع	2060	علامة
ع	2142	عضو
ع	2300	عنهم
ع	2318	عادت
ع	2444	عنوان
ع	2518	عمر
ع	2532	عملنا
ع	2573	عنا
ع	2576	عرف
ع	2593	علاج
ع	2622	عادي
ع	2638	عمري
ع	2698	عشاء
ع	2753	عبارة
غ	113	غير
غ	400	غرفة
غ	481	غريب
غ	634	غداً
غ	1299	غبي
غ	2053	غاضب
غ	2131	غادر
غ	2238	غادرت
غ	2440	غاية
غ	2706	غضون
غ	3616	غيرت
غ	3897	غاري
غ	4220	غالباً
غ	4550	غلطة
غ	4663	غطاء
غ	4963	غاضباً
غ	5434	غضب
غ	5435	غرف
غ	5494	غني
غ	5929	غباء
غ	5936	غبياً
غ	6120	غاز
غ	6190	غد
غ	6552	غرب
غ	6690	غيره
غ	6783	غيبوبة
غ	6958	غياب
غ	7214	غيرك
غ	7265	غابي
غ	7377	غيري
غ	7609	غرض
غ	7749	غامض
غ	7848	غداء
غ	8072	غيرها
غ	8132	غرامة
غ	8721	غابة
غ	9055	غلين
غ	9190	غسيل
غ	9321	غيور
غ	9591	غريس
غ	9677	غادروا
غ	9925	غرامي
غ	9998	غسل
غ	10393	غرباء
غ	10785	غلاف
غ	11098	غرين
غ	11352	غروب
غ	11728	غذاء
غ	12458	غناء
غ	12718	غيل
غ	12754	غبار
غ	13012	غرابة
غ	13215	غرام
غ	13782	غاريت
غ	13814	غرق
غ	14113	غاي
غ	14133	غيرنا
غ	14207	غاب
غ	14421	غرقت
غ	14567	غادرنا
غ	14770	غنى
غ	14929	غالي
غ	16200	غيابي
غ	16385	غزو
ف	4	في
ف	31	فقط
ف	183	فعل
ف	204	فحسب
ف	210	فعلت
ف	221	فيه
ف	236	فكرة
ف	286	فضلك
ف	329	فتاة
ف	333	فيها
ف	452	فقد
ف	471	فرصة
ف	550	فهمت
ف	612	فوق
ف	627	فريق
ف	698	فعلاً
ف	707	فأنا
ف	746	فترة
ف	757	فتى
ف	812	فهو
ف	815	فيما
ف	945	فقدت
ف	975	فكرت
ف	1091	فلا
ف	1117	فيلم
ف	1150	فإن
ف	1340	فلن
ف	1384	فهذا
ف	1392	فأنت
ف	1426	فهم
ف	1473	فجأة
ف	1545	فهي
ف	1737	فتيات
ف	1753	فكر
ف	1873	فرقة
ف	1880	فندق
ف	1999	فتح
ف	2002	فمن
ف	2022	فيك
ف	2051	فيل
ف	2112	فسوف
ف	2123	فعلنا
ف	2226	فلم
ف	2242	فإنه
ف	2277	فائدة
ف	2331	فظيع
ف	2422	فوراً
ف	2550	فحص
ف	2760	فنحن
ف	2797	فرنسا
ف	2830	فما
ف	3036	فوضى
ف	3037	فريد
ف	3040	فات
ف	3099	فخور
ف	3133	فيليب
ف	3285	فقدان
ف	3319	فرق
ف	3524	فشلت
ف	3544	فعلوا
ف	3596	فيديو
ف	3654	فصل
ف	3741	فارغ
ف	3969	فقدنا
ق	52	قد
ق	63	قبل
ق	164	قلت
ق	211	قال
ق	302	قتل
ق	364	قمت
ق	418	قام
ق	522	قالت
ق	753	قصة
ق	853	قيد
ق	856	قادم
ق	865	قول
ق	889	قل
ق	969	قط
ق	1010	قتلت
ق	1041	قضية
ق	1051	قطعة
ق	1060	قم
ق	1115	قسم
ق	1139	قليل
ق	1159	قوة
ق	1201	قائمة
ق	1234	قلبي
ق	1243	قاتل
ق	1282	قامت
ق	1338	قريب
ق	1413	قطع
ق	1419	قدم
ق	1594	قمنا
ق	1619	قلب
ق	1633	قررت
ق	1732	قوي
ق	1745	قلق
ق	1746	قالوا
ق	1900	قاموا
ق	1951	قادر
ق	1986	قرأت
ق	1996	قيمة
ق	2005	قف
ق	2018	قائد
ق	2062	قديم
ق	2129	قدر
ق	2139	قهوة
ق	2257	قولي
ق	2276	قضيت
ق	2297	قابلت
ق	2426	قرار
ق	2582	قيادة
ق	2603	قرب
ق	2606	قنبلة
ق	2627	قانون
ق	2810	قراءة
ق	2869	قتلي
ق	2995	قضاء
ق	3075	قومي
ق	3241	قابل
ق	3382	قبلة
ق	3410	قصير
ق	3420	قاعة
ق	3471	قدمت
ق	3505	قارب
ق	3556	قانوني
ق	3625	قتال
ق	3688	قتلوا
ك	17	كان
ك	27	كل
ك	30	كنت
ك	41	كيف
ك	49	كانت
ك	60	كذلك
ك	96	كما
ك	97	كلا
ك	157	كم
ك	241	كنا
ك	330	كبير
ك	352	كانوا
ك	542	كي
ك	648	كلمة
ك	687	كله
ك	824	كهذا
ك	825	كلها
ك	937	كن
ك	1028	كرة
ك	1042	كامل
ك	1126	كثير
ك	1231	كوني
ك	1286	كلنا
ك	1293	كلما
ك	1388	كلانا
ك	1440	كتاب
ك	1577	كلارك
ك	1589	كيفية
ك	1631	كلب
ك	1663	كنتم
ك	1833	كهذه
ك	1921	كارل
ك	1980	كايل
ك	2157	كتب
ك	2158	كيت
ك	2236	كذبت
ك	2237	كفاية
ك	2247	كارتر
ك	2259	كلهم
ك	2303	كانا
ك	2327	كأنه
ك	2366	كلاهما
ك	2373	كلام
ك	2520	كسر
ك	2567	كلوي
ك	2590	كتبت
ك	2621	كيلي
ك	2632	كوين
ك	2722	كاليفورنيا
ك	2733	كارين
ك	2750	كين
ك	2807	كفى
ك	2984	كريم
ك	3073	كتابة
ك	3161	كوب
ك	3173	كيفن
ك	3210	كاري
ك	3268	كأس
ك	3349	كافي
ك	3448	كلياً
ك	3489	كوبر
ك	3568	كوكب
ك	3621	كأنك
ك	3652	كنتما
ل	2	لا
ل	14	لقد
ل	15	لم
ل	29	ليس
ل	36	لكن
ل	38	لك
ل	40	لن
ل	44	لي
ل	53	لماذا
ل	68	لو
ل	94	لذا
ل	108	لدي
ل	111	لست
ل	115	لديك
ل	122	له
ل	124	لدينا
ل	133	ليست
ل	172	لها
ل	182	لهذا
ل	186	لذلك
ل	197	لأن
ل	198	لديه
ل	199	لنا
ل	254	لما
ل	270	لكم
ل	290	لكي
ل	337	لأنه
ل	344	لابد
ل	393	لحظة
ل	399	لكنه
ل	405	لكنني
ل	419	لديها
ل	427	لهم
ل	458	لكني
ل	465	لدى
ل	480	لأنك
ل	519	لديهم
